V_GHG_EMITTER_FACILITIES.COUNTY,V_GHG_EMITTER_FACILITIES.FACILITY_ID,V_GHG_EMITTER_FACILITIES.FACILITY_NAME,V_GHG_EMITTER_FACILITIES.LATITUDE,V_GHG_EMITTER_FACILITIES.LONGITUDE,V_GHG_EMITTER_FACILITIES.STATE,V_GHG_EMITTER_FACILITIES.STATE_NAME,D_FUEL_LEVEL_INFORMATION.CH4_EMISSIONS_CO2E,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE_BLEND,D_FUEL_LEVEL_INFORMATION.FUEL_TYPE_OTHER,D_FUEL_LEVEL_INFORMATION.REPORTING_YEAR,D_SUBPART_LEVEL_INFORMATION.GHG_NAME,D_SUBPART_LEVEL_INFORMATION.GHG_QUANTITY
Sutter,1000279,Feather River Energy Center,39.13249,-121.65604,CA,CALIFORNIA,9,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,22984.6
Sutter,1000279,Feather River Energy Center,39.13249,-121.65604,CA,CALIFORNIA,9,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Sutter,1000279,Feather River Energy Center,39.13249,-121.65604,CA,CALIFORNIA,9,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.43
Solano,1000280,Wolfskill Energy Center,38.2282,-122.076,CA,CALIFORNIA,4.2,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Solano,1000280,Wolfskill Energy Center,38.2282,-122.076,CA,CALIFORNIA,4.2,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.02
Solano,1000280,Wolfskill Energy Center,38.2282,-122.076,CA,CALIFORNIA,4.2,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,10704.4
Solano,1000280,Wolfskill Energy Center,38.2282,-122.076,CA,CALIFORNIA,4.2,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.2
Harris,1000281,AES Deepwater  Inc.,29.70498,-95.20493,TX,TEXAS,193,Coke,,,2012,Carbon Dioxide,81012.2
Harris,1000281,AES Deepwater  Inc.,29.70498,-95.20493,TX,TEXAS,193,Coke,,,2012,Methane,9.19
Harris,1000281,AES Deepwater  Inc.,29.70498,-95.20493,TX,TEXAS,193,Coke,,,2012,Biogenic Carbon dioxide,0
Harris,1000281,AES Deepwater  Inc.,29.70498,-95.20493,TX,TEXAS,193,Coke,,,2012,Nitrous Oxide,1.337
Kings,1000283,Henrietta Peaker Plant,36.29413,-119.80932,CA,CALIFORNIA,4.2,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Kings,1000283,Henrietta Peaker Plant,36.29413,-119.80932,CA,CALIFORNIA,4.2,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,23689
Kings,1000283,Henrietta Peaker Plant,36.29413,-119.80932,CA,CALIFORNIA,4.2,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.044
Kings,1000283,Henrietta Peaker Plant,36.29413,-119.80932,CA,CALIFORNIA,4.2,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.44
Kings,1000283,Henrietta Peaker Plant,36.29413,-119.80932,CA,CALIFORNIA,5.1,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.44
Kings,1000283,Henrietta Peaker Plant,36.29413,-119.80932,CA,CALIFORNIA,5.1,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Kings,1000283,Henrietta Peaker Plant,36.29413,-119.80932,CA,CALIFORNIA,5.1,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,23689
Kings,1000283,Henrietta Peaker Plant,36.29413,-119.80932,CA,CALIFORNIA,5.1,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.044
Gage,1000284,Beatrice,40.329927,-96.808026,NE,NEBRASKA,26.2,Natural Gas (Weighted U.S. Average),,,2012,Methane,2.35
Gage,1000284,Beatrice,40.329927,-96.808026,NE,NEBRASKA,23.2,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,141928.5
Gage,1000284,Beatrice,40.329927,-96.808026,NE,NEBRASKA,23.2,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Gage,1000284,Beatrice,40.329927,-96.808026,NE,NEBRASKA,26.2,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Gage,1000284,Beatrice,40.329927,-96.808026,NE,NEBRASKA,23.2,Natural Gas (Weighted U.S. Average),,,2012,Methane,2.35
Gage,1000284,Beatrice,40.329927,-96.808026,NE,NEBRASKA,26.2,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.235
Gage,1000284,Beatrice,40.329927,-96.808026,NE,NEBRASKA,23.2,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.235
Gage,1000284,Beatrice,40.329927,-96.808026,NE,NEBRASKA,26.2,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,141928.5
Swift,1000285,Fibrominn LLC,45.2975,-95.5693,MN,MINNESOTA,3970.5,Agricultural Byproducts,,Turkey Litter,2012,Carbon Dioxide,1057.3
Swift,1000285,Fibrominn LLC,45.2975,-95.5693,MN,MINNESOTA,1,Propane,,,2012,Nitrous Oxide,24.826
Swift,1000285,Fibrominn LLC,45.2975,-95.5693,MN,MINNESOTA,1,Propane,,,2012,Methane,189.12
Swift,1000285,Fibrominn LLC,45.2975,-95.5693,MN,MINNESOTA,3970.5,Agricultural Byproducts,,Turkey Litter,2012,Methane,189.12
Swift,1000285,Fibrominn LLC,45.2975,-95.5693,MN,MINNESOTA,3970.5,Agricultural Byproducts,,Turkey Litter,2012,Biogenic Carbon dioxide,565576.2
Swift,1000285,Fibrominn LLC,45.2975,-95.5693,MN,MINNESOTA,1,Propane,,,2012,Carbon Dioxide,1057.3
Swift,1000285,Fibrominn LLC,45.2975,-95.5693,MN,MINNESOTA,1,Propane,,,2012,Biogenic Carbon dioxide,565576.2
Swift,1000285,Fibrominn LLC,45.2975,-95.5693,MN,MINNESOTA,3970.5,Agricultural Byproducts,,Turkey Litter,2012,Nitrous Oxide,24.826
Nassau,1000288,Freeport Power Plant No. 2,40.65489,-73.5838,NY,NEW YORK,10.3,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.049
Nassau,1000288,Freeport Power Plant No. 2,40.65489,-73.5838,NY,NEW YORK,10.3,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.49
Nassau,1000288,Freeport Power Plant No. 2,40.65489,-73.5838,NY,NEW YORK,10.3,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Nassau,1000288,Freeport Power Plant No. 2,40.65489,-73.5838,NY,NEW YORK,10.3,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,26475.6
Nassau,1000288,Freeport Power Plant No. 2,40.65489,-73.5838,NY,NEW YORK,0,Kerosene-Type Jet Fuel,,,2012,Carbon Dioxide,26475.6
Nassau,1000288,Freeport Power Plant No. 2,40.65489,-73.5838,NY,NEW YORK,0,Kerosene-Type Jet Fuel,,,2012,Nitrous Oxide,0.049
Nassau,1000288,Freeport Power Plant No. 2,40.65489,-73.5838,NY,NEW YORK,0,Kerosene-Type Jet Fuel,,,2012,Methane,0.49
Nassau,1000288,Freeport Power Plant No. 2,40.65489,-73.5838,NY,NEW YORK,0,Kerosene-Type Jet Fuel,,,2012,Biogenic Carbon dioxide,0
Portsmouth,1000294,Cogentrix-Portsmouth,36.8703,-76.3519,VA,VIRGINIA,62.1,Bituminous,,,2012,Biogenic Carbon dioxide,0
Portsmouth,1000294,Cogentrix-Portsmouth,36.8703,-76.3519,VA,VIRGINIA,57,Bituminous,,,2012,Biogenic Carbon dioxide,0
Portsmouth,1000294,Cogentrix-Portsmouth,36.8703,-76.3519,VA,VIRGINIA,62.1,Bituminous,,,2012,Carbon Dioxide,47997.8
Portsmouth,1000294,Cogentrix-Portsmouth,36.8703,-76.3519,VA,VIRGINIA,62.1,Bituminous,,,2012,Nitrous Oxide,0.825
Portsmouth,1000294,Cogentrix-Portsmouth,36.8703,-76.3519,VA,VIRGINIA,62.1,Bituminous,,,2012,Methane,5.68
Portsmouth,1000294,Cogentrix-Portsmouth,36.8703,-76.3519,VA,VIRGINIA,57,Bituminous,,,2012,Carbon Dioxide,47997.8
Portsmouth,1000294,Cogentrix-Portsmouth,36.8703,-76.3519,VA,VIRGINIA,57,Bituminous,,,2012,Nitrous Oxide,0.825
Portsmouth,1000294,Cogentrix-Portsmouth,36.8703,-76.3519,VA,VIRGINIA,57,Bituminous,,,2012,Methane,5.68
Smith,1000298,Sylvarena Generating Plant,31.982778,-89.41,MS,MISSISSIPPI,3.7,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.063
Smith,1000298,Sylvarena Generating Plant,31.982778,-89.41,MS,MISSISSIPPI,3.7,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.63
Smith,1000298,Sylvarena Generating Plant,31.982778,-89.41,MS,MISSISSIPPI,6,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,41120.5
Smith,1000298,Sylvarena Generating Plant,31.982778,-89.41,MS,MISSISSIPPI,6,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.063
Smith,1000298,Sylvarena Generating Plant,31.982778,-89.41,MS,MISSISSIPPI,3.7,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Smith,1000298,Sylvarena Generating Plant,31.982778,-89.41,MS,MISSISSIPPI,3.7,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,41120.5
Smith,1000298,Sylvarena Generating Plant,31.982778,-89.41,MS,MISSISSIPPI,6,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.63
Smith,1000298,Sylvarena Generating Plant,31.982778,-89.41,MS,MISSISSIPPI,6,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Santa Clara,1000300,Gilroy Energy Center  LLC,37.0033,-121.5369,CA,CALIFORNIA,6.3,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.74
Santa Clara,1000300,Gilroy Energy Center  LLC,37.0033,-121.5369,CA,CALIFORNIA,6.3,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.074
Santa Clara,1000300,Gilroy Energy Center  LLC,37.0033,-121.5369,CA,CALIFORNIA,3.8,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,39739.6
Santa Clara,1000300,Gilroy Energy Center  LLC,37.0033,-121.5369,CA,CALIFORNIA,3.8,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.074
Santa Clara,1000300,Gilroy Energy Center  LLC,37.0033,-121.5369,CA,CALIFORNIA,6.3,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Santa Clara,1000300,Gilroy Energy Center  LLC,37.0033,-121.5369,CA,CALIFORNIA,5.4,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,39739.6
Santa Clara,1000300,Gilroy Energy Center  LLC,37.0033,-121.5369,CA,CALIFORNIA,6.3,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,39739.6
Santa Clara,1000300,Gilroy Energy Center  LLC,37.0033,-121.5369,CA,CALIFORNIA,3.8,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.74
Santa Clara,1000300,Gilroy Energy Center  LLC,37.0033,-121.5369,CA,CALIFORNIA,3.8,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Santa Clara,1000300,Gilroy Energy Center  LLC,37.0033,-121.5369,CA,CALIFORNIA,5.4,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.074
Santa Clara,1000300,Gilroy Energy Center  LLC,37.0033,-121.5369,CA,CALIFORNIA,5.4,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Santa Clara,1000300,Gilroy Energy Center  LLC,37.0033,-121.5369,CA,CALIFORNIA,5.4,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.74
Pierce,1000301,Frederickson Power LP,47.088639,-122.363939,WA,WASHINGTON,54.2,Natural Gas (Weighted U.S. Average),,,2012,Methane,2.58
Pierce,1000301,Frederickson Power LP,47.088639,-122.363939,WA,WASHINGTON,54.2,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Pierce,1000301,Frederickson Power LP,47.088639,-122.363939,WA,WASHINGTON,54.2,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,138999.1
Pierce,1000301,Frederickson Power LP,47.088639,-122.363939,WA,WASHINGTON,54.2,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.258
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,1.7,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,0.6,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.95
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,8.5,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,49240.9
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,8.5,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.1
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,8,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.1
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,0.6,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,49240.9
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,0,Distillate Fuel Oil No. 2,,,2012,Methane,0.95
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,8,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.95
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,8,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,1.7,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,49240.9
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,0.6,Distillate Fuel Oil No. 2,,,2012,Methane,0.95
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,8.5,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.95
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,8.5,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,0.5,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,49240.9
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,0.6,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0.1
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,0,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,49240.9
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,1.7,Natural Gas (Weighted U.S. Average),,,2012,Methane,0.95
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,0.6,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.1
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,0.6,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,0.5,Distillate Fuel Oil No. 2,,,2012,Methane,0.95
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,0.6,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,49240.9
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,0,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0.1
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,0.5,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,1.7,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.1
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,0.5,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0.1
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,8,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,49240.9
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,0,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Surry,1000302,Gravel Neck Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,0.6,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Henrico,1000303,Darbytown Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,0,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Henrico,1000303,Darbytown Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,6.7,Natural Gas (Weighted U.S. Average),,,2012,Methane,1.44
Henrico,1000303,Darbytown Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,0,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,76770.2
Henrico,1000303,Darbytown Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,6.3,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,76770.2
Henrico,1000303,Darbytown Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,6.7,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,76770.2
Henrico,1000303,Darbytown Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,6.7,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Henrico,1000303,Darbytown Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,8.7,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,76770.2
Henrico,1000303,Darbytown Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,8.7,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.144
Henrico,1000303,Darbytown Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,8.7,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Henrico,1000303,Darbytown Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,6.3,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Henrico,1000303,Darbytown Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,8.7,Natural Gas (Weighted U.S. Average),,,2012,Methane,1.44
Henrico,1000303,Darbytown Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,8.4,Natural Gas (Weighted U.S. Average),,,2012,Methane,1.44
Henrico,1000303,Darbytown Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,8.4,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Henrico,1000303,Darbytown Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,6.3,Natural Gas (Weighted U.S. Average),,,2012,Methane,1.44
Henrico,1000303,Darbytown Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,6.7,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.144
Henrico,1000303,Darbytown Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,6.3,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.144
Henrico,1000303,Darbytown Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,8.4,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.144
Henrico,1000303,Darbytown Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,0,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0.144
Henrico,1000303,Darbytown Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,8.4,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,76770.2
Henrico,1000303,Darbytown Combustion Turbine,37.14168,-76.77149,VA,VIRGINIA,0,Distillate Fuel Oil No. 2,,,2012,Methane,1.44
Santa Clara,1000310,Donald Von Raesfeld,37.3767,-121.9508,CA,CALIFORNIA,75.4,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.716
Santa Clara,1000310,Donald Von Raesfeld,37.3767,-121.9508,CA,CALIFORNIA,75,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.716
Santa Clara,1000310,Donald Von Raesfeld,37.3767,-121.9508,CA,CALIFORNIA,75.4,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,385922.3
Santa Clara,1000310,Donald Von Raesfeld,37.3767,-121.9508,CA,CALIFORNIA,75,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,385922.3
Santa Clara,1000310,Donald Von Raesfeld,37.3767,-121.9508,CA,CALIFORNIA,75,Natural Gas (Weighted U.S. Average),,,2012,Methane,7.16
Santa Clara,1000310,Donald Von Raesfeld,37.3767,-121.9508,CA,CALIFORNIA,75.4,Natural Gas (Weighted U.S. Average),,,2012,Methane,7.16
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,12.2,Natural Gas (Weighted U.S. Average),,,2012,Methane,1.6
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,11.2,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.169
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,11.2,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,1.1,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0.169
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,0,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0.169
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,12.2,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,83949.1
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,1,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,83949.1
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,1,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,11.2,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,83949.1
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,8.2,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,1,Distillate Fuel Oil No. 2,,,2012,Methane,1.6
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,8.2,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.169
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,12.2,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.169
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,1,Distillate Fuel Oil No. 2,,,2012,Nitrous Oxide,0.169
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,11.2,Natural Gas (Weighted U.S. Average),,,2012,Methane,1.6
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,1.1,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,83949.1
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,1.1,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,0,Distillate Fuel Oil No. 2,,,2012,Methane,1.6
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,12.2,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,1.1,Distillate Fuel Oil No. 2,,,2012,Methane,1.6
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,0,Distillate Fuel Oil No. 2,,,2012,Carbon Dioxide,83949.1
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,0,Distillate Fuel Oil No. 2,,,2012,Biogenic Carbon dioxide,0
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,8.2,Natural Gas (Weighted U.S. Average),,,2012,Methane,1.6
Chesapeake (City),1000312,Elizabeth River Combustion Turbine Sta,36.7745,-76.3118,VA,VIRGINIA,8.2,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,83949.1
Fresno,1000314,Wellhead Power Gates  LLC,36.20175,-120.09649,CA,CALIFORNIA,0,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0
Fresno,1000314,Wellhead Power Gates  LLC,36.20175,-120.09649,CA,CALIFORNIA,0,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,0
Fresno,1000314,Wellhead Power Gates  LLC,36.20175,-120.09649,CA,CALIFORNIA,0,Natural Gas (Weighted U.S. Average),,,2012,Methane,0
Fresno,1000314,Wellhead Power Gates  LLC,36.20175,-120.09649,CA,CALIFORNIA,0,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
Cerro Gordo,1000317,Emery Station,43.098194,-93.289929,IA,IOWA,68.3,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,349594.3
Cerro Gordo,1000317,Emery Station,43.098194,-93.289929,IA,IOWA,68.3,Natural Gas (Weighted U.S. Average),,,2012,Methane,6.48
Cerro Gordo,1000317,Emery Station,43.098194,-93.289929,IA,IOWA,67.9,Natural Gas (Weighted U.S. Average),,,2012,Carbon Dioxide,349594.3
Cerro Gordo,1000317,Emery Station,43.098194,-93.289929,IA,IOWA,68.3,Natural Gas (Weighted U.S. Average),,,2012,Nitrous Oxide,0.648
Cerro Gordo,1000317,Emery Station,43.098194,-93.289929,IA,IOWA,68.3,Natural Gas (Weighted U.S. Average),,,2012,Biogenic Carbon dioxide,0
